,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
5369,kor,2004,insurance,11.739,6.6782,1.3444,50.4368,8.4742,45.2746,75.2727,6.902,1.3566,13.486,77.4383,5.336,31.6269,16.034,143.987,344.166,17.9329,1.7606,320.83,116.308,219.697,22.9866,73.057,5201.47,64.8592,45.8647,282.752,insurance,0.5446,1.7722,7.8519,5.2261,1.069,42.9876,20.8418,5.1043,1.4145,8.1675,71.143,5.1152,31.7668,11.7588,106.487,284.091,9.1964,0.0211,7.407,4.3229,157.06,1.156,6.9534,167.755,17.832,2.5319,4.5486,0.385498,0.001311,0.001947,0.005358,0.002009
5370,kor,2004,obsict,136.709,53.1802,28.0781,674.122,272.358,437.066,619.152,118.834,10.6414,300.034,1166.83,59.0538,474.138,214.892,1926.36,6535.16,188.48,36.8045,6193.24,4722.29,1366.47,1384.78,728.084,1326.62,17102.3,1976.0,6022.19,obsict,6.3418,14.1124,163.988,69.8508,34.3567,414.988,171.434,87.8818,11.0954,181.708,1071.97,56.6105,476.236,157.596,1424.66,5394.44,96.6568,0.4402,142.984,175.516,976.878,69.6417,69.2971,42.7857,4702.02,109.083,96.8778,0.602018,0.02172,0.05036,0.088307,0.032315
5371,kor,2004,oconsumer,43.2609,25.2977,4.2189,142.496,41.3539,139.436,115.863,18.3037,3.8293,98.4996,246.63,16.3234,112.559,62.0416,391.93,1126.44,43.59,7.908,886.862,749.617,295.605,246.667,94.7773,195.337,434.219,6837.63,3046.54,oconsumer,2.0068,6.7133,24.6403,14.765,5.2166,132.393,32.0806,13.5363,3.9927,59.654,226.58,15.648,113.057,45.4994,289.856,929.817,22.354,0.0946,20.4751,27.8615,211.327,12.4051,9.0206,6.2999,119.382,377.464,49.0091,0.268724,0.003903,0.004039,0.015088,0.005307
5372,kor,2004,oservices,57.1794,21.3932,18.8077,201.609,52.0254,167.079,78.0483,18.5104,3.6988,56.8428,716.453,24.0639,272.63,108.631,1981.63,6534.77,72.9268,15.5504,1916.74,733.657,629.022,356.767,71.7221,123.643,376.654,318.632,129404.0,oservices,2.6525,5.6771,109.844,20.8902,6.5628,158.639,21.6104,13.6891,3.8566,34.4255,658.209,23.0683,273.837,79.6667,1465.54,5394.12,37.3985,0.186,44.2521,27.2683,449.684,17.9422,6.8263,3.9877,103.555,17.5897,2081.69,0.705807,0.00919,0.024982,0.060231,0.014251
6075,phl,2004,primaryagr,2779.14,25.5985,1.8921,3843.28,56.512,21.1624,24.538,3.2666,5.0054,2.3621,86.2989,1.1936,9.6966,1.1008,29.4738,230.969,9.1197,0.2446,15.1999,583.146,32.8142,2.9998,8.4978,2.5247,5.044,25.5875,155.082,primaryagr,811.99,4.973,0.2806,573.4,6.3684,15.9312,15.7997,1.7967,4.8136,1.1791,41.2721,0.9951,9.8231,0.9906,12.4726,220.37,3.6269,0.0058,0.1757,14.1477,11.1005,0.6825,0.3042,0.146,1.6548,1.8279,1.3932,0.719215,0.019801,0.042183,0.064259,0.032751
6076,phl,2004,otherprim,7.5374,1904.17,0.8872,281.157,7.2005,1.7453,4.2251,0.7742,71.379,3.411,32.8743,11.0047,80.5472,2.6596,21.3653,114.134,36.0274,0.1355,143.834,129.163,16.4337,5.2933,5.5092,1.3025,2.3686,7.3649,47.1427,otherprim,2.2022,369.921,0.1316,41.9473,0.8114,1.3139,2.7205,0.4258,68.6441,1.7027,15.722,9.1747,81.598,2.3933,9.0413,108.897,14.3282,0.0032,1.6621,3.1336,5.5593,1.2044,0.1972,0.0753,0.7771,0.5261,0.4235,0.761067,0.008897,0.020056,0.027222,0.015089
6077,phl,2004,energy,17.9263,23.5831,870.32,161.798,44.7509,20.1401,28.4311,3.6931,6.1573,11.9479,48.5994,22.1266,34.1273,5.7741,19.9627,233.395,6.4109,4.787,115.738,152.364,486.102,18.2434,62.749,9.6735,25.1663,93.9946,210.913,energy,5.2376,4.5814,129.068,24.1395,5.043,15.1616,18.3064,2.0313,5.9214,5.9642,23.2425,18.4472,34.5725,5.196,8.4478,222.685,2.5496,0.1133,1.3375,3.6965,164.441,4.1508,2.2465,0.5595,8.2566,6.7146,1.8948,0.346392,0.005887,0.00604,0.026471,0.005099
6078,phl,2004,procfoods,55.9972,20.9078,1.1172,3371.33,38.0675,3.3225,9.7469,1.9631,3.1196,0.6603,47.2807,0.7227,6.011,0.6607,17.4886,137.902,3.7184,0.1425,9.5329,349.254,22.9817,1.666,5.0318,1.4943,3.5799,16.5406,72.8969,procfoods,16.3609,4.0617,0.1657,502.987,4.2898,2.5012,6.2759,1.0798,3.0,0.3296,22.6118,0.6026,6.0894,0.5945,7.4008,131.574,1.4788,0.0034,0.1102,8.4732,7.7743,0.3791,0.1801,0.0864,1.1745,1.1816,0.6549,0.267016,0.03117,0.024652,0.026742,0.046973
6079,phl,2004,bevtobacco,0.3728,0.2349,0.2048,4.0573,626.284,0.2609,1.8005,0.1808,0.4494,0.0505,0.7606,0.1067,1.1108,0.13,3.4641,28.896,0.4272,0.0149,1.2126,76.8176,1.8199,0.2347,0.5912,0.2388,0.2897,3.2568,13.5414,bevtobacco,0.1089,0.0456,0.0304,0.6053,70.5763,0.1964,1.1593,0.0994,0.4322,0.0252,0.3638,0.089,1.1253,0.117,1.4659,27.57,0.1699,0.0004,0.014,1.8637,0.6156,0.0534,0.0212,0.0138,0.0951,0.2327,0.1217,0.383447,0.003072,0.003489,0.00392,0.004005
6080,phl,2004,textiles,0.4891,17.593,0.3222,5.6716,0.4077,298.448,156.414,2.9441,1.2079,0.1632,3.1585,0.3159,1.2211,0.0723,2.0986,9.66,7.6131,0.012,2.6207,12.6789,2.5142,1.6572,0.7454,0.2069,0.3075,2.4071,6.2174,textiles,0.1429,3.4178,0.0478,0.8462,0.0459,224.674,100.713,1.6193,1.1616,0.0815,1.5106,0.2633,1.2371,0.0651,0.8881,9.2167,3.0278,0.0003,0.0303,0.3076,0.8505,0.3771,0.0267,0.012,0.1009,0.172,0.0559,0.304011,0.012978,0.011686,0.012829,0.011764
6081,phl,2004,clothing,0.2338,0.4208,0.3072,5.9101,0.2847,5.0129,1278.36,0.3225,0.1753,0.0609,0.5313,0.1775,0.3368,0.0391,0.9569,10.1795,1.8807,0.0086,0.8799,17.5552,1.0546,0.2421,0.5196,0.1223,0.7263,11.7534,13.3913,clothing,0.0683,0.0818,0.0456,0.8818,0.0321,3.7737,823.119,0.1774,0.1686,0.0304,0.2541,0.148,0.3412,0.0352,0.4049,9.7124,0.748,0.0002,0.0102,0.4259,0.3568,0.0551,0.0186,0.0071,0.2383,0.8396,0.1203,0.37866,0.03977,0.044606,0.030789,0.041446
6082,phl,2004,leather,0.1522,0.2063,0.1805,0.958,0.1576,0.7532,0.9914,139.867,5.9357,0.0256,0.4101,0.0631,0.1593,0.0227,0.5451,6.9441,15.507,0.0073,3.5881,7.8701,4.4866,1.0631,1.0171,0.309,0.4085,3.3741,6.7067,leather,0.0445,0.0401,0.0268,0.1429,0.0178,0.567,0.6383,76.9298,5.7083,0.0128,0.1961,0.0526,0.1614,0.0204,0.2307,6.6254,6.1672,0.0002,0.0415,0.1909,1.5178,0.2419,0.0364,0.0179,0.134,0.241,0.0603,0.360436,0.0037,0.00395,0.003659,0.003769
6083,phl,2004,lumber,1.5308,1.6747,0.8025,7.6119,1.4128,0.3547,0.7112,0.1229,316.797,0.6657,3.1226,1.8846,0.5249,0.1557,2.6027,19.7646,37.3596,0.0391,60.1548,16.142,14.4406,3.9982,2.9864,0.7867,1.2429,1.2369,15.0991,lumber,0.4473,0.3253,0.119,1.1357,0.1592,0.267,0.4579,0.0676,304.659,0.3323,1.4933,1.5712,0.5318,0.1401,1.1014,18.8576,14.858,0.0009,0.6952,0.3916,4.885,0.9097,0.1069,0.0455,0.4078,0.0884,0.1356,0.399021,0.012775,0.015098,0.01295,0.0171
6084,phl,2004,paperpub,3.4839,0.8077,0.8309,22.1714,22.4856,1.3657,3.3629,0.9422,0.7523,103.442,8.5877,0.8686,1.0965,0.1529,4.2281,29.7195,5.5307,0.0728,9.3279,19.8618,12.1554,2.4117,21.4301,1.0363,6.4136,7.1108,87.1971,paperpub,1.0179,0.1569,0.1232,3.3079,2.5339,1.0281,2.1653,0.5182,0.7235,51.6373,4.107,0.7242,1.1108,0.1376,1.7892,28.3558,2.1996,0.0017,0.1078,0.4819,4.112,0.5487,0.7672,0.0599,2.1042,0.508,0.7834,0.267258,0.003177,0.002515,0.004062,0.00258
6085,phl,2004,chemicals,57.5007,9.5665,2.9763,112.66,15.1083,30.9374,25.8355,9.4147,6.7848,6.3218,860.06,2.4964,3.9588,0.9607,33.4149,135.592,18.3072,1.2894,32.8203,72.5657,61.8546,7.6265,27.2302,5.4398,6.6518,129.433,125.056,chemicals,16.8002,1.8585,0.4414,16.8083,1.7026,23.2899,16.6351,5.1783,6.5248,3.1558,411.32,2.0813,4.0104,0.8645,14.1404,129.37,7.2808,0.0305,0.3793,1.7605,20.9244,1.7352,0.9749,0.3146,2.1823,9.2461,1.1235,0.363642,0.020241,0.021802,0.025598,0.021873
6086,phl,2004,nonmetmin,1.2023,2.3189,0.2069,17.3491,14.4661,0.3486,0.7578,0.1273,0.2872,0.1024,6.3502,99.0627,2.0461,0.2254,9.567,65.2887,0.9893,0.1921,214.911,20.1733,3.0331,1.6566,2.4122,0.311,3.7863,1.6054,32.9947,nonmetmin,0.3513,0.4505,0.0307,2.5884,1.6302,0.2624,0.4879,0.07,0.2762,0.0511,3.037,82.5895,2.0728,0.2028,4.0485,62.2928,0.3934,0.0045,2.4835,0.4894,1.0261,0.3769,0.0864,0.018,1.2422,0.1147,0.2964,0.364689,0.004072,0.004399,0.006105,0.004805
6087,phl,2004,metals,1.0711,1.3665,0.5266,15.8599,3.2973,0.3006,0.725,0.1501,2.2596,0.2693,2.6174,0.4605,557.388,16.752,91.955,293.07,8.5407,0.0541,57.6795,12.9415,32.4756,13.6212,3.1255,0.4473,1.2074,1.7745,9.5489,metals,0.313,0.2655,0.0781,2.3662,0.3716,0.2263,0.4668,0.0825,2.1731,0.1344,1.2518,0.3839,564.659,15.0746,38.9132,279.621,3.3967,0.0013,0.6665,0.314,10.986,3.0991,0.1119,0.0259,0.3961,0.1268,0.0858,0.32766,0.028946,0.028093,0.033842,0.031415
6088,phl,2004,fabmetals,4.0821,4.7482,2.1189,72.6249,15.8593,1.158,2.204,0.5512,8.97,1.2143,12.1278,0.5855,11.8172,89.3417,26.81,272.435,9.2877,0.1316,53.6713,34.8244,23.4208,24.3138,5.3233,0.7516,3.0206,6.8259,18.2513,fabmetals,1.1927,0.9224,0.3142,10.8353,1.7872,0.8717,1.4191,0.3032,8.6263,0.6062,5.8001,0.4882,11.9714,80.3955,11.3454,259.933,3.6937,0.0031,0.6202,0.8449,7.9229,5.532,0.1906,0.0435,0.991,0.4876,0.164,0.371648,0.004051,0.00446,0.015258,0.004423
6089,phl,2004,transpequip,0.2668,0.4307,0.123,2.3971,0.2795,0.1108,0.4654,0.106,0.1355,0.0228,0.2404,0.0381,3.4436,0.1232,1068.43,9.1796,0.5224,0.014,3.5478,11.304,43.7979,0.3451,1.3346,0.2359,1.3035,0.857,6.0311,transpequip,0.0779,0.0837,0.0182,0.3576,0.0315,0.0834,0.2997,0.0583,0.1303,0.0114,0.115,0.0318,3.4885,0.1109,452.134,8.7584,0.2078,0.0003,0.041,0.2742,14.8161,0.0785,0.0478,0.0136,0.4277,0.0612,0.0542,0.296246,0.027129,0.023806,0.017616,0.0288
6090,phl,2004,machinery,4.6143,10.6007,1.3786,20.9464,2.8255,0.9204,3.7663,0.6521,1.1788,0.2233,3.1609,0.6592,2.5432,0.3676,85.9413,12637.3,9.0118,0.1059,30.2869,43.9579,61.4077,43.7787,5.7797,0.9631,3.677,9.2636,58.1709,machinery,1.3482,2.0594,0.2045,3.1251,0.3184,0.6929,2.4251,0.3586,1.1336,0.1115,1.5117,0.5496,2.5763,0.3308,36.3684,12057.4,3.584,0.0025,0.35,1.0665,20.7733,9.9607,0.2069,0.0557,1.2064,0.6618,0.5226,0.304175,0.68941,0.62114,0.444191,0.615216
6091,phl,2004,othermanuf,1.8214,2.9699,0.7783,8.4961,2.0776,0.543,2.4028,0.6226,0.8583,0.1699,2.3921,0.4618,1.573,0.2393,4.5092,30.3913,466.701,0.0825,13.4822,44.4585,39.3764,28.5199,25.197,8.1307,6.944,5.1998,98.661,othermanuf,0.5322,0.577,0.1154,1.2676,0.2341,0.4088,1.5471,0.3424,0.8254,0.0848,1.144,0.385,1.5935,0.2154,1.9082,28.9967,185.608,0.002,0.1558,1.0786,13.3204,6.4889,0.9021,0.4702,2.2782,0.3714,0.8863,0.429586,0.008191,0.010423,0.009204,0.010521
6092,phl,2004,water,9.073,0.7141,1.5074,35.2482,15.8754,0.6779,1.5287,0.1681,0.3716,0.9723,1.8268,0.1894,0.8904,0.1029,1.9394,12.1686,0.6889,96.3654,2.3813,12.2973,5.1085,0.339,2.2691,0.3436,1.7496,1.9092,17.6018,water,2.6509,0.1387,0.2235,5.2589,1.789,0.5103,0.9843,0.0925,0.3574,0.4854,0.8737,0.1579,0.902,0.0926,0.8207,11.6102,0.274,2.2802,0.0275,0.2983,1.7281,0.0771,0.0812,0.0199,0.574,0.1364,0.1581,0.70634,6.2e-05,0.00013,0.001192,9.7e-05
6093,phl,2004,construction,3.5829,6.478,0.6627,8.7115,0.9432,0.4147,0.5861,0.0556,0.399,0.1009,0.8663,0.1498,0.5371,0.0527,1.3905,6.6513,0.5439,0.6874,2960.68,4.5358,4.924,1.8027,8.4542,0.2103,2.9473,0.5697,129.307,construction,1.0468,1.2585,0.0983,1.2997,0.1063,0.3122,0.3774,0.0306,0.3837,0.0504,0.4143,0.1249,0.5441,0.0474,0.5884,6.3461,0.2163,0.0163,34.2137,0.11,1.6657,0.4102,0.3027,0.0122,0.967,0.0407,1.1617,0.521361,0.001263,0.00195,0.001907,0.001786
6094,phl,2004,distribution,31.2021,20.7585,18.5855,355.498,53.9755,23.6821,164.14,16.466,40.957,4.5795,67.0786,9.7178,101.307,11.8596,315.836,2625.18,38.8353,1.3312,106.372,7010.75,108.686,20.9334,50.8927,21.2855,21.9549,71.2599,172.699,distribution,9.1164,4.0327,2.7562,53.0386,6.0825,17.8281,105.687,9.0567,39.3877,2.2861,32.0801,8.1018,102.629,10.672,133.654,2504.71,15.4449,0.0315,1.2292,170.088,36.7666,4.7629,1.8221,1.231,7.203,5.0905,1.5515,0.60972,0.005311,0.009592,0.120156,0.008426
6095,phl,2004,transport,4.8394,4.0195,1.4471,20.8277,3.0061,1.2095,7.0522,0.6012,1.7956,0.2529,3.9545,0.462,3.9786,0.4435,12.543,152.067,2.4753,0.2002,164.368,217.997,2522.2,7.3497,43.9802,8.6073,10.22,7.1776,63.7686,transport,1.4139,0.7809,0.2146,3.1074,0.3388,0.9105,4.5408,0.3307,1.7268,0.1262,1.8912,0.3852,4.0305,0.3991,5.3079,145.089,0.9844,0.0047,1.8994,5.2888,853.22,1.6722,1.5746,0.4978,3.353,0.5127,0.5729,0.379126,0.042794,0.048057,0.038031,0.049064
6096,phl,2004,communcation,7.8058,8.1629,9.5779,48.7898,10.8875,4.4777,12.6769,1.2785,3.2519,1.2306,10.4816,1.417,7.4927,0.8761,22.658,159.519,5.7979,1.5377,25.6082,181.769,40.4715,1500.0,61.314,12.4079,18.2155,12.076,71.0629,communcation,2.2806,1.5858,1.4204,7.2792,1.2269,3.3708,8.1625,0.7032,3.1273,0.6143,5.0128,1.1814,7.5905,0.7884,9.5883,152.199,2.3058,0.0364,0.2959,4.4099,13.6909,341.286,2.1952,0.7176,5.9761,0.8627,0.6384,0.673563,0.009625,0.019204,0.021153,0.014821
6097,phl,2004,finance,10.7733,16.1426,6.5368,43.2195,7.1156,3.2016,10.291,1.3003,2.838,1.3702,18.3911,0.9407,6.5773,1.1405,50.4406,132.275,24.3721,0.8549,63.6938,197.086,103.331,31.9733,1987.37,4.691,61.0442,13.9753,178.344,finance,3.1477,3.136,0.9694,6.4482,0.8019,2.4102,6.6262,0.7152,2.7293,0.684,8.7955,0.7843,6.6631,1.0263,21.3453,126.206,9.6929,0.0202,0.736,4.7815,34.9553,7.2747,71.1516,0.2713,20.0274,0.9983,1.6022,0.627171,0.002164,0.00402,0.012577,0.003522
6098,phl,2004,insurance,7.7582,7.4537,0.5464,16.5432,1.9105,1.3911,3.0501,0.1987,0.9299,0.1787,2.2763,0.3061,1.1172,0.1326,3.6312,28.7147,1.434,0.0678,11.837,32.652,35.863,6.5567,4.0899,499.723,7.6412,7.5543,45.1508,insurance,2.2667,1.448,0.081,2.4682,0.2153,1.0473,1.9639,0.1093,0.8943,0.0892,1.0887,0.2552,1.1318,0.1193,1.5366,27.3971,0.5703,0.0016,0.1368,0.7922,12.1319,1.4918,0.1464,28.901,2.5069,0.5396,0.4056,0.709453,0.000788,0.001655,0.003281,0.001327
6099,phl,2004,obsict,24.7723,31.3262,16.0971,86.1672,23.4306,5.023,15.4833,1.5306,4.0757,1.4659,25.2287,2.1035,8.1678,0.9947,28.2036,178.294,11.8194,3.9238,118.66,219.739,276.75,53.0686,340.316,44.2984,860.614,80.1833,444.169,obsict,7.2378,6.0857,2.3872,12.8557,2.6404,3.7813,9.9695,0.8419,3.9196,0.7318,12.0655,1.7537,8.2743,0.8951,11.9351,170.113,4.7006,0.0928,1.3712,5.3311,93.6202,12.0744,12.184,2.562,282.351,5.7279,3.9903,0.598951,0.00806,0.014298,0.024844,0.012984
6100,phl,2004,oconsumer,0.7104,0.8203,0.4004,2.4469,0.6066,0.1377,0.4683,0.0479,0.1227,0.039,0.6544,0.0583,0.2559,0.0314,1.2523,70.0051,0.3475,0.0947,3.0373,8.4285,7.0096,1.5251,8.1635,1.0725,20.5091,1530.28,43.8643,oconsumer,0.2076,0.1594,0.0594,0.3651,0.0684,0.1037,0.3015,0.0264,0.118,0.0194,0.3129,0.0486,0.2593,0.0282,0.5299,66.7927,0.1382,0.0022,0.0351,0.2045,2.3712,0.347,0.2923,0.062,6.7286,109.316,0.3941,0.545237,0.003715,0.006,0.006921,0.005367
6101,phl,2004,oservices,27.9295,1.31,0.1445,39.4421,2.7302,0.3137,0.4996,0.0557,0.1454,0.0518,1.5941,0.0478,0.2224,0.0237,0.7155,6.1079,0.2488,0.0295,1.1086,8.7624,2.3772,0.445,3.9237,0.8518,5.3546,2.2753,13009.0,oservices,8.1603,0.2545,0.0214,5.8846,0.3077,0.2362,0.3217,0.0306,0.1398,0.0258,0.7624,0.0398,0.2253,0.0214,0.3028,5.8276,0.099,0.0007,0.0128,0.2126,0.8042,0.1012,0.1405,0.0493,1.7567,0.1625,116.87,0.765916,0.002951,0.006695,0.00522,0.004977
6507,tha,2004,primaryagr,3530.75,27.6413,3.7501,4194.04,113.879,33.4386,36.3151,25.2173,18.0702,11.3429,124.052,7.7187,3.1701,4.5609,32.1841,99.1711,38.6403,0.334,53.6768,571.427,49.8227,1.7369,1.0847,2.1091,26.3269,50.0006,136.82,primaryagr,1176.67,10.9719,2.4841,2751.34,12.0041,30.4041,16.841,14.0215,12.5207,8.2067,111.782,6.6171,3.1406,2.8276,15.0817,95.5513,25.6383,0.028,0.9781,62.3493,32.3822,0.4028,0.1696,0.5435,22.5481,12.0516,3.571,0.56623,0.015397,0.030237,0.066067,0.023018
6508,tha,2004,otherprim,37.4954,968.522,1.8033,631.206,19.1172,7.7775,12.5223,8.4593,191.874,13.9725,85.4556,124.83,25.7647,6.8967,40.2781,87.1105,68.9892,0.3494,583.8,183.813,16.1961,0.774,0.5026,1.0447,10.3551,15.8411,30.4996,otherprim,12.4959,384.443,1.1945,414.079,2.0152,7.0717,5.8072,4.7036,132.949,10.1092,77.0031,107.015,25.5248,4.2758,18.8747,83.9309,45.7752,0.0293,10.6379,20.0561,10.5266,0.1795,0.0786,0.2692,8.8688,3.8182,0.796,0.589804,0.00521,0.010657,0.020762,0.007723
6509,tha,2004,energy,160.952,75.8206,1724.46,588.198,78.8403,163.036,171.355,41.595,87.2305,55.007,740.448,108.701,152.904,50.4244,129.077,565.494,74.91,23.3058,380.983,499.867,1638.92,23.531,5.8544,15.3876,86.0986,68.1861,204.551,energy,53.6395,30.096,1142.31,385.865,8.3107,148.241,79.4656,23.1279,60.4415,39.7981,667.21,93.1875,151.48,31.262,60.4866,544.853,49.7037,1.9514,6.9422,54.5413,1065.21,5.4568,0.9154,3.965,73.7405,16.4348,5.3387,0.270848,0.026384,0.024783,0.071626,0.020362
6510,tha,2004,procfoods,101.619,26.4106,1.6893,4198.08,68.7587,7.2474,11.6511,18.2329,10.8313,4.9871,54.0702,5.9044,1.7775,2.1215,14.9137,45.8479,23.7204,0.1482,32.7606,260.577,21.0528,0.7607,0.3984,1.0445,10.7171,23.3926,48.5411,procfoods,33.866,10.4834,1.119,2753.99,7.2479,6.5897,5.4032,10.138,7.5049,3.6082,48.7221,5.0618,1.761,1.3153,6.9887,44.1744,15.7388,0.0124,0.597,28.4319,13.6832,0.1764,0.0623,0.2691,9.1789,5.6383,1.2669,0.205972,0.095375,0.068129,0.045072,0.122241
6511,tha,2004,bevtobacco,2.8465,0.6771,0.8084,11.7037,1101.66,2.4574,5.2274,2.4938,3.1661,1.2499,9.541,0.7995,0.6358,1.0499,7.0952,24.097,4.2824,0.0716,10.4766,146.982,31.3526,0.4465,0.2864,1.2013,5.32,11.9324,4.6659,bevtobacco,0.9486,0.2688,0.5355,7.6778,116.127,2.2344,2.4242,1.3866,2.1938,0.9043,8.5973,0.6854,0.6298,0.6509,3.3249,23.2174,2.8414,0.006,0.1909,16.0375,20.3776,0.1035,0.0448,0.3095,4.5564,2.876,0.1218,0.3783,0.002306,0.003026,0.003269,0.003013
6512,tha,2004,textiles,5.3679,2.2565,1.2914,14.7085,2.1954,1973.26,1104.57,83.7906,8.7681,1.5782,66.1692,3.1085,1.0849,1.5335,21.1911,30.1411,27.5038,0.1998,13.8611,50.2358,15.749,0.74,1.1377,2.4526,9.9039,22.2288,14.0853,textiles,1.7889,0.8957,0.8555,9.6489,0.2314,1794.19,512.239,46.5898,6.0754,1.1418,59.6243,2.6649,1.0748,0.9507,9.9303,29.0409,18.2492,0.0167,0.2526,5.4813,10.236,0.1716,0.1779,0.632,8.4823,5.3578,0.3676,0.318607,0.036664,0.040513,0.037667,0.041294
6513,tha,2004,clothing,0.9789,0.2662,0.4687,3.6619,0.8401,2.8225,1942.6,8.3683,1.0906,0.3897,7.2585,0.558,0.4626,0.5644,9.9852,9.4428,1.9659,0.0832,3.4991,29.5137,11.0618,0.2654,0.732,0.2604,2.1799,3.8573,6.8264,clothing,0.3262,0.1056,0.3105,2.4023,0.0886,2.5664,900.874,4.653,0.7557,0.282,6.5405,0.4784,0.4582,0.3499,4.6791,9.0981,1.3044,0.007,0.0638,3.2203,7.1896,0.0615,0.1145,0.0671,1.867,0.9297,0.1782,0.280534,0.026171,0.025462,0.014149,0.032467
6514,tha,2004,leather,0.7585,0.1827,0.2606,3.0217,0.6806,1.704,2.3638,1183.57,6.6684,0.3659,2.869,0.3749,0.203,0.3432,4.9152,6.7391,5.3346,0.0302,2.7417,37.7134,2.3192,0.1433,0.0862,0.1278,2.1063,5.2554,1.487,leather,0.2528,0.0725,0.1726,1.9823,0.0717,1.5494,1.0962,658.093,4.6205,0.2647,2.5852,0.3214,0.2011,0.2128,2.3033,6.4931,3.5396,0.0025,0.05,4.115,1.5074,0.0332,0.0135,0.0329,1.804,1.2667,0.0388,0.348791,0.014614,0.017677,0.010328,0.016673
6515,tha,2004,lumber,5.7036,0.861,0.3475,9.9791,0.9969,1.276,1.8842,0.9222,1310.05,0.4093,7.7825,1.4948,0.6166,7.9958,18.8686,31.0238,9.3377,0.0331,23.8487,14.2243,7.6559,0.1864,0.125,0.5355,3.5322,3.6508,5.6659,lumber,1.9008,0.3418,0.2302,6.5464,0.1051,1.1602,0.8738,0.5127,907.727,0.2961,7.0127,1.2814,0.6109,4.9572,8.842,29.8915,6.1957,0.0028,0.4346,1.552,4.976,0.0432,0.0195,0.138,3.0252,0.8799,0.1479,0.367335,0.018574,0.023662,0.014756,0.024604
6516,tha,2004,paperpub,7.8749,2.0007,6.9039,47.742,17.8579,11.0714,27.611,9.1809,14.7018,546.151,47.4207,7.0936,4.3773,5.6147,34.9053,80.4061,23.631,0.8993,28.0996,78.1935,43.5803,4.58,6.9793,6.0885,109.153,17.9707,118.649,paperpub,2.6244,0.7942,4.5732,31.3193,1.8824,10.0667,12.8045,5.1048,10.1868,395.145,42.7302,6.0813,4.3365,3.481,16.3569,77.4712,15.6795,0.0753,0.512,8.5318,28.325,1.0621,1.0913,1.5688,93.4856,4.3314,3.0967,0.306706,0.009588,0.010198,0.01167,0.009964
6517,tha,2004,chemicals,96.4971,9.0294,5.9008,174.514,31.293,234.926,174.412,81.6399,56.2891,15.8103,7025.77,21.3637,7.2705,34.5531,303.476,431.345,104.045,1.0951,93.0382,147.842,121.94,2.6639,1.4337,3.2483,30.6572,46.2505,148.971,chemicals,32.159,3.5841,3.9088,114.483,3.2986,213.607,80.8829,45.3939,39.0024,11.4389,6330.85,18.3147,7.2028,21.4222,142.211,415.6,69.0355,0.0917,1.6953,16.1313,79.2547,0.6178,0.2242,0.837,26.2568,11.1477,3.8881,0.344018,0.125104,0.14926,0.114693,0.138201
6518,tha,2004,nonmetmin,2.4693,1.0289,0.8371,10.0877,33.1222,1.5739,2.657,1.1713,5.8374,0.5968,9.2124,646.876,1.4888,3.3109,27.4194,162.635,13.1756,0.2058,801.73,17.9746,6.1367,0.4717,0.2164,0.5695,4.1158,7.7782,5.4647,nonmetmin,0.8229,0.4084,0.5545,6.6176,3.4914,1.431,1.2322,0.6513,4.0447,0.4318,8.3012,554.556,1.475,2.0527,12.8489,156.698,8.7422,0.0172,14.609,1.9612,3.9886,0.1094,0.0338,0.1467,3.525,1.8748,0.1426,0.328671,0.012819,0.014612,0.01179,0.014996
6519,tha,2004,metals,2.7924,1.2943,0.6241,7.1425,2.2953,1.1799,1.4983,1.1494,1.7236,0.3808,4.5804,1.294,614.528,68.7794,98.9193,164.667,6.8194,0.0524,61.9909,4.806,10.8303,0.4169,0.0954,0.2957,3.2874,7.6728,2.3437,metals,0.9306,0.5138,0.4134,4.6856,0.242,1.0729,0.6948,0.6391,1.1943,0.2755,4.1273,1.1093,608.805,42.6417,46.3544,158.657,4.5248,0.0044,1.1296,0.5244,7.0391,0.0967,0.0149,0.0762,2.8156,1.8494,0.0612,0.203556,0.01891,0.013349,0.013277,0.014858
